data,pais,variavel,valor
1979-01-01,France,"PIB (%, cresc. anual)",3.54998915669242
1979-01-01,Germany,"Câmbio (USD, média)",1.8328833325
1979-01-01,Germany,"Inflação (%, anual)",4.04362006473392
1979-01-01,Germany,"PIB (%, cresc. anual)",4.15036334066737
1979-01-01,Ghana,"Câmbio (USD, média)",0.000274852150537634
1979-01-01,Ghana,"Inflação (%, anual)",54.4412883345617
1979-01-01,Ghana,"Juros (%, depósito)",11.5
1979-01-01,Ghana,"PIB (%, cresc. anual)",-2.51494141959301
1979-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",70.4920309761581
1979-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",10.4872367273486
1979-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",-12.020760254792
1979-01-01,Japan,"Câmbio (USD, média)",219.139999999333
1979-01-01,Japan,"Desemprego (%, total)",2.1
1979-01-01,Japan,"Inflação (%, anual)",3.70185092546274
1979-01-01,Japan,"Juros (%, depósito)",5.17565384615384
1979-01-01,Japan,"PIB (%, cresc. anual)",5.48404183248661
1979-01-01,"Korea, Rep.","Câmbio (USD, média)",484.0
1979-01-01,"Korea, Rep.","Desemprego (%, total)",3.81
1979-01-01,"Korea, Rep.","Inflação (%, anual)",18.3234963421791
1979-01-01,"Korea, Rep.","PIB (%, cresc. anual)",8.67122670709715
1979-01-01,Mexico,"Câmbio (USD, média)",0.0228053833323333
1979-01-01,Mexico,"Inflação (%, anual)",18.1912462987644
1979-01-01,Mexico,"Juros (%, depósito)",15.5691666666667
1979-01-01,Mexico,"PIB (%, cresc. anual)",9.69817013704169
1979-01-01,Morocco,"Câmbio (USD, média)",3.89913416566667
1979-01-01,Morocco,"Inflação (%, anual)",8.33136541815458
1979-01-01,Morocco,"Juros (%, depósito)",4.5
1979-01-01,Morocco,"PIB (%, cresc. anual)",4.79378720509555
1979-01-01,Netherlands,"Câmbio (USD, média)",2.00599166575
1979-01-01,Netherlands,"Desemprego (%, total)",6.16
1979-01-01,Netherlands,"Inflação (%, anual)",4.19929990168351
1979-01-01,Netherlands,"PIB (%, cresc. anual)",2.01416612801977
1979-01-01,Poland,"Câmbio (USD, média)",0.00332
1979-01-01,Poland,"Inflação (%, anual)",7.02576112412187
1979-01-01,Portugal,"Câmbio (USD, média)",48.9234666656667
1979-01-01,Portugal,"Desemprego (%, total)",7.94
1979-01-01,Portugal,"Inflação (%, anual)",21.8992248062016
1979-01-01,Portugal,"PIB (%, cresc. anual)",5.63893782270115
1979-01-01,Qatar,"Câmbio (USD, média)",3.773324999
1979-01-01,Qatar,"Juros (%, depósito)",5.0
1979-01-01,Saudi Arabia,"Câmbio (USD, média)",3.36083666566667
1979-01-01,Saudi Arabia,"Inflação (%, anual)",1.08156690288338
1979-01-01,Saudi Arabia,"PIB (%, cresc. anual)",11.919431556684
1979-01-01,Senegal,"Câmbio (USD, média)",212.721644262377
1979-01-01,Senegal,"Inflação (%, anual)",9.6533598525703
1979-01-01,Senegal,"PIB (%, cresc. anual)",7.00168561322543
1979-01-01,Spain,"Câmbio (USD, média)",67.1249999995833
1979-01-01,Spain,"Desemprego (%, total)",8.61
1979-01-01,Spain,"Inflação (%, anual)",15.6602355971771
1979-01-01,Spain,"PIB (%, cresc. anual)",0.0415465146293599
1979-01-01,Switzerland,"Câmbio (USD, média)",1.66272499908333
1979-01-01,Switzerland,"Desemprego (%, total)",0.4
1979-01-01,Switzerland,"Inflação (%, anual)",3.64764010558788
1979-01-01,Tunisia,"Câmbio (USD, média)",0.406462499
1979-01-01,Tunisia,"PIB (%, cresc. anual)",6.56752117644017
1979-01-01,United Kingdom,"Câmbio (USD, média)",0.472181165666667
1979-01-01,United Kingdom,"Desemprego (%, total)",5.3
1979-01-01,United Kingdom,"Inflação (%, anual)",13.4212799774013
1979-01-01,United Kingdom,"Juros (%, depósito)",11.7083333333333
1979-01-01,United Kingdom,"PIB (%, cresc. anual)",3.74901659251519
1979-01-01,United States,"Câmbio (USD, média)",1.0
1979-01-01,United States,"Desemprego (%, total)",5.8
1979-01-01,United States,"Inflação (%, anual)",11.2544711292795
1979-01-01,United States,"PIB (%, cresc. anual)",3.16614530778003
1979-01-01,Uruguay,"Câmbio (USD, média)",0.00783833333333333
1979-01-01,Uruguay,"Inflação (%, anual)",66.8442861850437
1979-01-01,Uruguay,"Juros (%, depósito)",67.5784711767637
1979-01-01,Uruguay,"PIB (%, cresc. anual)",6.1991167323612
1980-01-01,Argentina,"Câmbio (USD, média)",1.83715833333225e-08
1980-01-01,Argentina,"Desemprego (%, total)",2.3
1980-01-01,Argentina,"PIB (%, cresc. anual)",1.51878394990179
1980-01-01,Australia,"Câmbio (USD, média)",0.878244332333333
1980-01-01,Australia,"Desemprego (%, total)",6.11
1980-01-01,Australia,"Inflação (%, anual)",10.1358411703239
1980-01-01,Australia,"PIB (%, cresc. anual)",3.03558879840024
1980-01-01,Belgium,"Câmbio (USD, média)",29.24166666575
1980-01-01,Belgium,"Desemprego (%, total)",9.1
1980-01-01,Belgium,"Inflação (%, anual)",6.64868829655357
1980-01-01,Belgium,"PIB (%, cresc. anual)",4.44405387639348
1980-01-01,Brazil,"Câmbio (USD, média)",2.28123189244443e-11
1980-01-01,Brazil,"PIB (%, cresc. anual)",9.19999999999976
1980-01-01,Cameroon,"Câmbio (USD, média)",211.279555414705
1980-01-01,Cameroon,"Inflação (%, anual)",9.55175427642871
1980-01-01,Cameroon,"PIB (%, cresc. anual)",-1.9652916680455
1980-01-01,Canada,"Câmbio (USD, média)",1.16922686666667
1980-01-01,Canada,"Desemprego (%, total)",7.54
1980-01-01,Canada,"Inflação (%, anual)",10.1292205085452
1980-01-01,Canada,"Juros (%, depósito)",11.5208333333333
1980-01-01,Costa Rica,"Câmbio (USD, média)",8.56999999908333
1980-01-01,Costa Rica,"Inflação (%, anual)",18.135170796071
1980-01-01,Costa Rica,"PIB (%, cresc. anual)",0.751895403326316
1980-01-01,Denmark,"Câmbio (USD, média)",5.63594166566667
1980-01-01,Denmark,"Desemprego (%, total)",7.0
1980-01-01,Denmark,"Inflação (%, anual)",12.3053240760182
1980-01-01,Denmark,"PIB (%, cresc. anual)",-0.482986336653326
1980-01-01,Ecuador,"Câmbio (USD, média)",24.999999999
1980-01-01,Ecuador,"Inflação (%, anual)",11.9092893836134
1980-01-01,Ecuador,"PIB (%, cresc. anual)",3.70868296886218
1980-01-01,Euro area,"Inflação (%, anual)",13.5400697127799
1980-01-01,Euro area,"PIB (%, cresc. anual)",2.15934808339446
1980-01-01,France,"Câmbio (USD, média)",4.22557499908333
1980-01-01,France,"Desemprego (%, total)",6.42
1980-01-01,France,"Inflação (%, anual)",13.5625788483016
1980-01-01,France,"Juros (%, depósito)",7.25
1980-01-01,France,"PIB (%, cresc. anual)",1.57874525990584
1980-01-01,Germany,"Câmbio (USD, média)",1.81766666583333
1980-01-01,Germany,"Inflação (%, anual)",5.44105754460348
1980-01-01,Germany,"PIB (%, cresc. anual)",1.40882863572145
1980-01-01,Ghana,"Câmbio (USD, média)",0.000274852150537634
1980-01-01,Ghana,"Inflação (%, anual)",50.0701393436364
1980-01-01,Ghana,"Juros (%, depósito)",11.5
1980-01-01,Ghana,"PIB (%, cresc. anual)",0.471695943172108
1980-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",70.631848089676
1980-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",20.6439144373797
1980-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",-21.5996493516923
1980-01-01,Japan,"Câmbio (USD, média)",226.740833332833
1980-01-01,Japan,"Desemprego (%, total)",2.0
1980-01-01,Japan,"Inflação (%, anual)",7.77858176555714
1980-01-01,Japan,"Juros (%, depósito)",8.59353846153846
1980-01-01,Japan,"PIB (%, cresc. anual)",2.81759120761602
1980-01-01,"Korea, Rep.","Câmbio (USD, média)",607.716666666667
1980-01-01,"Korea, Rep.","Desemprego (%, total)",5.2
1980-01-01,"Korea, Rep.","Inflação (%, anual)",28.6976086362017
1980-01-01,"Korea, Rep.","PIB (%, cresc. anual)",-1.64568764044438
1980-01-01,Mexico,"Câmbio (USD, média)",0.0229510083323333
1980-01-01,Mexico,"Inflação (%, anual)",26.3516513562834
1980-01-01,Mexico,"Juros (%, depósito)",22.4158333333333
1980-01-01,Mexico,"PIB (%, cresc. anual)",8.75662242586297
1980-01-01,Morocco,"Câmbio (USD, média)",3.93664583233333
1980-01-01,Morocco,"Inflação (%, anual)",9.40837947437954
1980-01-01,Morocco,"Juros (%, depósito)",4.875
1980-01-01,Morocco,"PIB (%, cresc. anual)",3.64216481331354
1980-01-01,Netherlands,"Câmbio (USD, média)",1.98811666591667
1980-01-01,Netherlands,"Inflação (%, anual)",6.51345545521795
1980-01-01,Netherlands,"PIB (%, cresc. anual)",1.34191413595499
1980-01-01,Poland,"Câmbio (USD, média)",0.00442166666666667
1980-01-01,Poland,"Inflação (%, anual)",9.68271334792131
1980-01-01,Portugal,"Câmbio (USD, média)",50.0621333323333
1980-01-01,Portugal,"Inflação (%, anual)",15.8674803836094
1980-01-01,Portugal,"PIB (%, cresc. anual)",4.58933992368382
1980-01-01,Qatar,"Câmbio (USD, média)",3.65696666566667
1980-01-01,Qatar,"Inflação (%, anual)",6.79999999900016
1980-01-01,Qatar,"Juros (%, depósito)",6.0
1980-01-01,Saudi Arabia,"Câmbio (USD, média)",3.32674166566667
1980-01-01,Saudi Arabia,"Inflação (%, anual)",4.16926655363288
1980-01-01,Saudi Arabia,"PIB (%, cresc. anual)",5.65245760140385
1980-01-01,Senegal,"Câmbio (USD, média)",211.279555414705
1980-01-01,Senegal,"Inflação (%, anual)",8.72902766072328
1980-01-01,Senegal,"PIB (%, cresc. anual)",3.98776197168547
1980-01-01,Spain,"Câmbio (USD, média)",71.7019166659167
1980-01-01,Spain,"Desemprego (%, total)",11.4
1980-01-01,Spain,"Inflação (%, anual)",15.5619020957245
1980-01-01,Spain,"PIB (%, cresc. anual)",2.20872810729247
1980-01-01,Switzerland,"Câmbio (USD, média)",1.67570833258333
1980-01-01,Switzerland,"Desemprego (%, total)",0.2
1980-01-01,Switzerland,"Inflação (%, anual)",4.0225008483901
1980-01-01,Tunisia,"Câmbio (USD, média)",0.404954165666667
1980-01-01,Tunisia,"PIB (%, cresc. anual)",7.41873959497985
1980-01-01,United Kingdom,"Câmbio (USD, média)",0.430294999
1980-01-01,United Kingdom,"Desemprego (%, total)",6.8
1980-01-01,United Kingdom,"Inflação (%, anual)",17.9659242656858
1980-01-01,United Kingdom,"Juros (%, depósito)",14.125
1980-01-01,United Kingdom,"PIB (%, cresc. anual)",-2.03136778247392
1980-01-01,United States,"Câmbio (USD, média)",1.0
1980-01-01,United States,"Desemprego (%, total)",7.1
1980-01-01,United States,"Inflação (%, anual)",13.5492019749684
1980-01-01,United States,"PIB (%, cresc. anual)",-0.256749673873159
1980-01-01,Uruguay,"Câmbio (USD, média)",0.0090725
1980-01-01,Uruguay,"Desemprego (%, total)",7.3
1980-01-01,Uruguay,"Inflação (%, anual)",63.4758304314673
1980-01-01,Uruguay,"Juros (%, depósito)",80.5284420469787
1980-01-01,Uruguay,"PIB (%, cresc. anual)",5.84340090113461
1981-01-01,Argentina,"Câmbio (USD, média)",4.40269166666725e-08
1981-01-01,Argentina,"Desemprego (%, total)",4.5
1981-01-01,Argentina,"PIB (%, cresc. anual)",-5.18978914135593
1981-01-01,Australia,"Câmbio (USD, média)",0.870214582333333
1981-01-01,Australia,"Desemprego (%, total)",5.78
1981-01-01,Australia,"Inflação (%, anual)",9.48766603415561
1981-01-01,Australia,"Juros (%, depósito)",13.6245762711864
1981-01-01,Australia,"PIB (%, cresc. anual)",3.33949478274815
1981-01-01,Belgium,"Câmbio (USD, média)",37.1292499991667
1981-01-01,Belgium,"Desemprego (%, total)",11.35
1981-01-01,Belgium,"Inflação (%, anual)",7.62748656814273
1981-01-01,Belgium,"PIB (%, cresc. anual)",-0.279283279362133
1981-01-01,Brazil,"Câmbio (USD, média)",4.03001093531326e-11
1981-01-01,Brazil,"Desemprego (%, total)",3.99
1981-01-01,Brazil,"Inflação (%, anual)",101.725072957927
1981-01-01,Brazil,"PIB (%, cresc. anual)",-4.24999999999956
1981-01-01,Cameroon,"Câmbio (USD, média)",271.731452550327
1981-01-01,Cameroon,"Inflação (%, anual)",10.7275000000004
1981-01-01,Cameroon,"PIB (%, cresc. anual)",17.0826822487652
1981-01-01,Canada,"Câmbio (USD, média)",1.19890312083333
1981-01-01,Canada,"Desemprego (%, total)",7.61
1981-01-01,Canada,"Inflação (%, anual)",12.4716124148373
1981-01-01,Canada,"Juros (%, depósito)",15.9583333333333
1981-01-01,Costa Rica,"Câmbio (USD, média)",21.7633333325
1981-01-01,Costa Rica,"Inflação (%, anual)",37.0563415239513
1981-01-01,Costa Rica,"PIB (%, cresc. anual)",-2.26165550729665
1981-01-01,Denmark,"Câmbio (USD, média)",7.12336666566667
1981-01-01,Denmark,"Desemprego (%, total)",9.2
1981-01-01,Denmark,"Inflação (%, anual)",11.7673874344182
1981-01-01,Denmark,"PIB (%, cresc. anual)",-0.666124155581699
1981-01-01,Ecuador,"Câmbio (USD, média)",24.999999999
1981-01-01,Ecuador,"Inflação (%, anual)",14.0479686718868
1981-01-01,Ecuador,"PIB (%, cresc. anual)",5.61286411959033
1981-01-01,Euro area,"Inflação (%, anual)",11.5097558377123
1981-01-01,Euro area,"PIB (%, cresc. anual)",0.52395862262469
1981-01-01,France,"Câmbio (USD, média)",5.43460833258333
1981-01-01,France,"Desemprego (%, total)",7.54
1981-01-01,France,"Inflação (%, anual)",13.3144055680071
1981-01-01,France,"Juros (%, depósito)",7.75
1981-01-01,France,"PIB (%, cresc. anual)",1.06901983853727
1981-01-01,Germany,"Câmbio (USD, média)",2.25999999908333
1981-01-01,Germany,"Inflação (%, anual)",6.34424277746331
1981-01-01,Germany,"PIB (%, cresc. anual)",0.529240556536067
1981-01-01,Ghana,"Câmbio (USD, média)",0.000274852150537634
1981-01-01,Ghana,"Inflação (%, anual)",116.503603996541
1981-01-01,Ghana,"Juros (%, depósito)",11.5
1981-01-01,Ghana,"PIB (%, cresc. anual)",-3.50306694696705
1981-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",78.3468453777361
1981-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",24.2035897624486
1981-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",-5.69678723333877
1981-01-01,Japan,"Câmbio (USD, média)",220.53583333275
1981-01-01,Japan,"Desemprego (%, total)",2.2
1981-01-01,Japan,"Inflação (%, anual)",4.91216291820522
1981-01-01,Japan,"Juros (%, depósito)",6.93342307692307
1981-01-01,Japan,"PIB (%, cresc. anual)",4.26062449346863
1981-01-01,"Korea, Rep.","Câmbio (USD, média)",681.028333333333
1981-01-01,"Korea, Rep.","Desemprego (%, total)",4.51
1981-01-01,"Korea, Rep.","Inflação (%, anual)",21.3516402540001
1981-01-01,"Korea, Rep.","PIB (%, cresc. anual)",7.24617628510612
1981-01-01,Mexico,"Câmbio (USD, média)",0.0245145999990833
1981-01-01,Mexico,"Inflação (%, anual)",27.9337625982399
1981-01-01,Mexico,"Juros (%, depósito)",28.1016666666667
1981-01-01,Mexico,"PIB (%, cresc. anual)",9.48831240901649
1981-01-01,Morocco,"Câmbio (USD, média)",5.17229583233333
1981-01-01,Morocco,"Inflação (%, anual)",12.4925283921001
1981-01-01,Morocco,"Juros (%, depósito)",6.0
1981-01-01,Morocco,"PIB (%, cresc. anual)",-1.74343493044331
1981-01-01,Netherlands,"Câmbio (USD, média)",2.49519999908333
1981-01-01,Netherlands,"Desemprego (%, total)",7.92
1981-01-01,Netherlands,"Inflação (%, anual)",6.73892655204789
1981-01-01,Netherlands,"PIB (%, cresc. anual)",-0.783611707416071
1981-01-01,Poland,"Câmbio (USD, média)",0.00511525
1981-01-01,Poland,"Inflação (%, anual)",19.1271820448877
1981-01-01,Portugal,"Câmbio (USD, média)",61.54637499925
1981-01-01,Portugal,"Inflação (%, anual)",19.0404107466914
1981-01-01,Portugal,"PIB (%, cresc. anual)",1.61810421541844
1981-01-01,Qatar,"Câmbio (USD, média)",3.639999999
1981-01-01,Qatar,"Inflação (%, anual)",8.52059925101626
1981-01-01,Qatar,"Juros (%, depósito)",6.0
1981-01-01,Saudi Arabia,"Câmbio (USD, média)",3.38250833258333
1981-01-01,Saudi Arabia,"Inflação (%, anual)",2.79898218829487
1981-01-01,Saudi Arabia,"PIB (%, cresc. anual)",1.94300445813933
1981-01-01,Senegal,"Câmbio (USD, média)",271.731452550327
1981-01-01,Senegal,"Inflação (%, anual)",5.91319372031625
1981-01-01,Senegal,"PIB (%, cresc. anual)",5.18022967002236
1981-01-01,Spain,"Câmbio (USD, média)",92.3218333325
1981-01-01,Spain,"Desemprego (%, total)",14.17
1981-01-01,Spain,"Inflação (%, anual)",14.5493457170322
1981-01-01,Spain,"PIB (%, cresc. anual)",-0.13246845198897
1981-01-01,Switzerland,"Câmbio (USD, média)",1.96424166591667
1981-01-01,Switzerland,"Desemprego (%, total)",0.2
1981-01-01,Switzerland,"Inflação (%, anual)",6.49030964005712
1981-01-01,Switzerland,"PIB (%, cresc. anual)",1.60133572686854
1981-01-01,Tunisia,"Câmbio (USD, média)",0.493804165666667
1981-01-01,Tunisia,"PIB (%, cresc. anual)",5.51407282903942
1981-01-01,United Kingdom,"Câmbio (USD, média)",0.497641332333333
1981-01-01,United Kingdom,"Desemprego (%, total)",10.4
1981-01-01,United Kingdom,"Inflação (%, anual)",11.8766265142296
1981-01-01,United Kingdom,"Juros (%, depósito)",10.6666666666667
1981-01-01,United Kingdom,"PIB (%, cresc. anual)",-0.787743798531366
1981-01-01,United States,"Câmbio (USD, média)",1.0
1981-01-01,United States,"Desemprego (%, total)",7.6
1981-01-01,United States,"Inflação (%, anual)",10.3347153402771
1981-01-01,United States,"PIB (%, cresc. anual)",2.53771930714828
1981-01-01,Uruguay,"Câmbio (USD, média)",0.0107933333333333
1981-01-01,Uruguay,"Desemprego (%, total)",6.6
1981-01-01,Uruguay,"Inflação (%, anual)",34.0453358609474
1981-01-01,Uruguay,"Juros (%, depósito)",74.1472969804959
1981-01-01,Uruguay,"PIB (%, cresc. anual)",1.55955982937495
1982-01-01,Argentina,"Câmbio (USD, média)",2.59225333333263e-07
1982-01-01,Argentina,"Desemprego (%, total)",4.73
1982-01-01,Argentina,"PIB (%, cresc. anual)",-0.735659159103619
1982-01-01,Australia,"Câmbio (USD, média)",0.985862832333333
1982-01-01,Australia,"Desemprego (%, total)",7.16
1982-01-01,Australia,"Inflação (%, anual)",11.3518197573657
1982-01-01,Australia,"Juros (%, depósito)",15.0133474576271
1982-01-01,Australia,"PIB (%, cresc. anual)",3.32485228713905
1982-01-01,Belgium,"Câmbio (USD, média)",45.6905833323333
1982-01-01,Belgium,"Desemprego (%, total)",13.0
1982-01-01,Belgium,"Inflação (%, anual)",8.72654906555468
1982-01-01,Belgium,"PIB (%, cresc. anual)",0.594986772001008
1982-01-01,Brazil,"Câmbio (USD, média)",7.76854427171099e-11
1982-01-01,Brazil,"Desemprego (%, total)",4.83
1982-01-01,Brazil,"Inflação (%, anual)",100.54335919485
1982-01-01,Brazil,"Juros (%, depósito)",155.572245800344
1982-01-01,Brazil,"PIB (%, cresc. anual)",0.829999999999529
1982-01-01,Cameroon,"Câmbio (USD, média)",328.60625269899
1982-01-01,Cameroon,"Inflação (%, anual)",13.2570198610704
1982-01-01,Cameroon,"PIB (%, cresc. anual)",7.51620260513882
1982-01-01,Canada,"Câmbio (USD, média)",1.23373491166667
1982-01-01,Canada,"Desemprego (%, total)",11.04
1982-01-01,Canada,"Inflação (%, anual)",10.7689718997139
1982-01-01,Canada,"Juros (%, depósito)",12.9166666666667
1982-01-01,Canada,"PIB (%, cresc. anual)",-3.18726215625192
1982-01-01,Costa Rica,"Câmbio (USD, média)",37.40666666575
1982-01-01,Costa Rica,"Inflação (%, anual)",90.1213328504165
1982-01-01,Costa Rica,"Juros (%, depósito)",18.2916666666667
1982-01-01,Costa Rica,"PIB (%, cresc. anual)",-7.28556884666179
1982-01-01,Denmark,"Câmbio (USD, média)",8.33244166616667
1982-01-01,Denmark,"Desemprego (%, total)",10.0
1982-01-01,Denmark,"Inflação (%, anual)",10.1208256779823
1982-01-01,Denmark,"PIB (%, cresc. anual)",3.68457296763364
1982-01-01,Ecuador,"Câmbio (USD, média)",30.0258333323333
1982-01-01,Ecuador,"Inflação (%, anual)",16.2844880461285
1982-01-01,Ecuador,"PIB (%, cresc. anual)",0.61484535364788
1982-01-01,Euro area,"Inflação (%, anual)",9.58492764677443
1982-01-01,Euro area,"PIB (%, cresc. anual)",0.712752716999887
1982-01-01,France,"Câmbio (USD, média)",6.57209999908333
1982-01-01,France,"Desemprego (%, total)",8.2
1982-01-01,France,"Inflação (%, anual)",11.9784719523805
1982-01-01,France,"Juros (%, depósito)",8.5
1982-01-01,France,"PIB (%, cresc. anual)",2.50539661637579
1982-01-01,Germany,"Câmbio (USD, média)",2.42659166575
1982-01-01,Germany,"Inflação (%, anual)",5.24104507228424
1982-01-01,Germany,"PIB (%, cresc. anual)",-0.394840774795966
1982-01-01,Ghana,"Câmbio (USD, média)",0.000274852150537634
1982-01-01,Ghana,"Inflação (%, anual)",22.2955664080892
1982-01-01,Ghana,"Juros (%, depósito)",11.5
1982-01-01,Ghana,"PIB (%, cresc. anual)",-6.92365041055389
1982-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",83.6226700245569
1982-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",18.6897259269564
1982-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",23.1712455355792
1982-01-01,Japan,"Câmbio (USD, média)",249.076666665833
1982-01-01,Japan,"Desemprego (%, total)",2.4
1982-01-01,Japan,"Inflação (%, anual)",2.74104095563138
1982-01-01,Japan,"Juros (%, depósito)",5.85923076923077
1982-01-01,Japan,"PIB (%, cresc. anual)",3.27974274286728
1982-01-01,"Korea, Rep.","Câmbio (USD, média)",731.1675
1982-01-01,"Korea, Rep.","Desemprego (%, total)",4.36
1982-01-01,"Korea, Rep.","Inflação (%, anual)",7.19084664006864
1982-01-01,"Korea, Rep.","PIB (%, cresc. anual)",8.33807808691536
1982-01-01,Mexico,"Câmbio (USD, média)",0.05640169999925
1982-01-01,Mexico,"Inflação (%, anual)",58.9134198531048
1982-01-01,Mexico,"Juros (%, depósito)",41.0525
1982-01-01,Mexico,"PIB (%, cresc. anual)",-0.00758337241978779
1982-01-01,Morocco,"Câmbio (USD, média)",6.023022499
1982-01-01,Morocco,"Inflação (%, anual)",10.5278072972983
1982-01-01,Morocco,"Juros (%, depósito)",6.375
1982-01-01,Morocco,"PIB (%, cresc. anual)",8.95737202264297
1982-01-01,Netherlands,"Câmbio (USD, média)",2.67020833241667
1982-01-01,Netherlands,"Inflação (%, anual)",5.91109658468382
1982-01-01,Netherlands,"PIB (%, cresc. anual)",-1.24075659270838
1982-01-01,Poland,"Câmbio (USD, média)",0.00848241666664167
1982-01-01,Poland,"Inflação (%, anual)",103.55871886121
1982-01-01,Portugal,"Câmbio (USD, média)",79.4733333328333
1982-01-01,Portugal,"Inflação (%, anual)",21.6792837277095
1982-01-01,Portugal,"PIB (%, cresc. anual)",2.13537507759274
1982-01-01,Qatar,"Câmbio (USD, média)",3.639999999
1982-01-01,Qatar,"Inflação (%, anual)",5.6999999999998
1982-01-01,Qatar,"Juros (%, depósito)",6.0
1982-01-01,Saudi Arabia,"Câmbio (USD, média)",3.42817083241667
1982-01-01,Saudi Arabia,"Inflação (%, anual)",1.02103960396036
1982-01-01,Saudi Arabia,"PIB (%, cresc. anual)",-20.7298883105149
1982-01-01,Senegal,"Câmbio (USD, média)",328.60625269899
1982-01-01,Senegal,"Inflação (%, anual)",17.3763852168922
1982-01-01,Senegal,"PIB (%, cresc. anual)",8.01038437134387
1982-01-01,Spain,"Câmbio (USD, média)",109.859166665833
1982-01-01,Spain,"Desemprego (%, total)",16.0
1982-01-01,Spain,"Inflação (%, anual)",14.4150020548327
1982-01-01,Spain,"PIB (%, cresc. anual)",1.24646160563331
1982-01-01,Switzerland,"Câmbio (USD, média)",2.03027499908333
1982-01-01,Switzerland,"Desemprego (%, total)",0.4
1982-01-01,Switzerland,"Inflação (%, anual)",5.65510182392343
1982-01-01,Switzerland,"PIB (%, cresc. anual)",-1.30941745531238
1982-01-01,Tunisia,"Câmbio (USD, média)",0.590687499
1982-01-01,Tunisia,"PIB (%, cresc. anual)",-0.493737604022272
1982-01-01,United Kingdom,"Câmbio (USD, média)",0.572446832333333
1982-01-01,United Kingdom,"Desemprego (%, total)",10.9
1982-01-01,United Kingdom,"Inflação (%, anual)",8.59886383332181
1982-01-01,United Kingdom,"Juros (%, depósito)",12.4216666666667
1982-01-01,United Kingdom,"PIB (%, cresc. anual)",1.99489120778398
1982-01-01,United States,"Câmbio (USD, média)",1.0
1982-01-01,United States,"Desemprego (%, total)",9.7
1982-01-01,United States,"Inflação (%, anual)",6.13142700027494
1982-01-01,United States,"PIB (%, cresc. anual)",-1.80288740885109
1982-01-01,Uruguay,"Câmbio (USD, média)",0.0138533333333333
1982-01-01,Uruguay,"Desemprego (%, total)",11.7
1982-01-01,Uruguay,"Inflação (%, anual)",18.9925012952182
1982-01-01,Uruguay,"Juros (%, depósito)",80.6356881825498
1982-01-01,Uruguay,"PIB (%, cresc. anual)",-9.75787146088504
1983-01-01,Argentina,"Câmbio (USD, média)",1.05299574995841e-06
1983-01-01,Argentina,"Desemprego (%, total)",4.17
1983-01-01,Argentina,"PIB (%, cresc. anual)",4.34909327926756
1983-01-01,Australia,"Câmbio (USD, média)",1.11001499916667
1983-01-01,Australia,"Desemprego (%, total)",9.96
1983-01-01,Australia,"Inflação (%, anual)",10.0389105058366
1983-01-01,Australia,"Juros (%, depósito)",12.8497881355932
1983-01-01,Australia,"PIB (%, cresc. anual)",-2.22454187667462
1983-01-01,Belgium,"Câmbio (USD, média)",51.1316666658333
1983-01-01,Belgium,"Desemprego (%, total)",11.66
1983-01-01,Belgium,"Inflação (%, anual)",7.66160983743879
1983-01-01,Belgium,"PIB (%, cresc. anual)",0.311842702585196
1983-01-01,Brazil,"Câmbio (USD, média)",2.49718172221135e-10
1983-01-01,Brazil,"Desemprego (%, total)",4.62
1983-01-01,Brazil,"Inflação (%, anual)",135.027682230472
1983-01-01,Brazil,"Juros (%, depósito)",154.03579131164
1983-01-01,Brazil,"PIB (%, cresc. anual)",-2.92999999999996
1983-01-01,Cameroon,"Câmbio (USD, média)",381.066036024628
1983-01-01,Cameroon,"Inflação (%, anual)",16.6312264100787
1983-01-01,Cameroon,"PIB (%, cresc. anual)",6.86683056547592
1983-01-01,Canada,"Câmbio (USD, média)",1.23241182741667
1983-01-01,Canada,"Desemprego (%, total)",12.02
1983-01-01,Canada,"Inflação (%, anual)",5.86358802977366
1983-01-01,Canada,"Juros (%, depósito)",7.33333333333333
1983-01-01,Canada,"PIB (%, cresc. anual)",2.60133942785694
1983-01-01,Costa Rica,"Câmbio (USD, média)",41.0941666656667
1983-01-01,Costa Rica,"Inflação (%, anual)",32.6237081487832
1983-01-01,Costa Rica,"Juros (%, depósito)",19.5
1983-01-01,Costa Rica,"PIB (%, cresc. anual)",2.86299270239464
1983-01-01,Denmark,"Câmbio (USD, média)",9.14499166575
1983-01-01,Denmark,"Desemprego (%, total)",9.74
1983-01-01,Denmark,"Inflação (%, anual)",6.90822881158847
1983-01-01,Denmark,"PIB (%, cresc. anual)",2.59607191923766
1983-01-01,Ecuador,"Câmbio (USD, média)",44.1150083323333
1983-01-01,Ecuador,"Inflação (%, anual)",48.4182220804491
